cluster_num,ufo_datetime,ufo_year,city,county_name,county_lat,county_lon,state,shape,duration_seconds,comments
,2002-11-07 18:30:00.000000 UTC,2002,Enterprise,Coffee,31.402258,-85.9896022,AL,chevron,3.0,2Chevron shapes in formation moving at great speed glowing red/orange at very high altitude.
,2001-11-18 05:30:00.000000 UTC,2001,Augusta,Richmond,33.3614863,-82.0749982,GA,chevron,60.0,It came from the north to south.Moveing along the sky. Its movement caught my eye a v shaped bank of lights (white) the same color as t
,2001-07-18 21:00:00.000000 UTC,2001,Roswell,Chaves,33.3616045,-104.4698374,NM,chevron,120.0,low iredescent  V shaped light
,2000-04-28 22:28:00.000000 UTC,2000,Bossier City,Bossier,32.6984813,-93.6265609,LA,chevron,10.0,I was standing outside to smoke just before David Letterman tonight.  I always smoke outside&#44 never inside; but&#44 I do not ever expect t
,1999-12-07 20:00:00.000000 UTC,1999,Tomah,Monroe,43.9451751,-90.6199687,WI,chevron,120.0,Saw a  Chevron type of object with green and white lights on it.  It flew very slowly across the interstate by Tomah.  Witnessed by 5 o
,1999-10-02 01:45:00.000000 UTC,1999,Tulsa,Tulsa,36.1203177,-95.9418132,OK,chevron,5.0,Looked up the light was just north of my house I realised then that it was a formation of 5 lights but the body of the craft was visibl
,1998-12-16 19:40:00.000000 UTC,1998,Lubbock,Lubbock,33.6114688,-101.8199438,TX,chevron,180.0,Object southbound&#44 displaying three white lights&#44 slowed&#44 hovered&#44 quickly accelerated and made a low&#44 banking turn to the east and the
,1998-12-23 22:35:00.000000 UTC,1998,Manitowoc,Manitowoc,44.156137,-87.5773525,WI,chevron,1200.0,We were looking out in the easterly direction when we saw a chevron shaped object hovering above the lake
,1998-10-28 22:00:00.000000 UTC,1998,Amarillo,Potter,35.3986751,-101.893804,TX,chevron,5.0,Chevron&#44 translucent&#44 with 3 or 4 small dim white lights. Rapid&#44 straight line movement across wind.
,1998-04-21 00:24:00.000000 UTC,1998,Pecos (Mile Marker 205 Highway 10),Reeves,31.308366,-103.712706,TX,chevron,180.0,Single aircraft swooped toward my car&#44 stopped&#44 and then moved off behind disappearing from sight
,1980-08-20 01:00:00.000000 UTC,1980,Edwards,St. Lawrence,44.4881125,-75.074311,NY,chevron,1800.0,That is what struck me as weird and there was no engine noise.
,1978-11-01 13:00:00.000000 UTC,1978,San Angelo,Tom Green,31.3988233,-100.4637879,TX,chevron,120.0,Wildlife photos developed with only a ufo in pic
,1977-01-15 20:10:00.000000 UTC,1977,Scottsbluff County (Rural; Western),Scotts Bluff,41.8503306,-103.7015494,NE,chevron,30.0,Popped up over hill out of nowhere&#44 bright lights flashing
,1967-06-15 22:00:00.000000 UTC,1967,Savannah,Chatham,31.9804037,-81.085184,GA,chevron,240.0,Five orange glowing spheres together in a line above the treetops.
,1967-04-15 18:00:00.000000 UTC,1967,El Paso,El Paso,31.7664803,-106.2414235,TX,chevron,900.0,Flying Lighted Chevron over the night sky.
0,2012-04-23 22:40:00.000000 UTC,2012,Cedar Park,Williamson,30.6490817,-97.6050646,TX,chevron,10.0,A boomerang shaped shadow flew over me at a commercial airplane speed
0,2012-04-19 22:40:00.000000 UTC,2012,Austin,Travis,30.2395128,-97.6912697,TX,chevron,15.0,Low flying&#44 gray object flew overhead at night&#44 made absolutely no sound at all
0,2011-03-02 22:00:00.000000 UTC,2011,San Marcos,Hays,30.0612247,-98.0292673,TX,chevron,2.0,3 Large objects seen fliying overhead while studying for astronomy class - lights&#44 sounds
0,2010-09-27 22:15:00.000000 UTC,2010,Kyle,Hays,30.0612247,-98.0292673,TX,chevron,4.0,Huge bommerange shaped UFO with faint red lights flying stealth northwest to southeast
0,2010-07-31 14:20:00.000000 UTC,2010,San Antonio,Bexar,29.4486708,-98.5201465,TX,chevron,900.0,Multiple witnesses observe stationary&#44 highly-reflective object in daytime sky.  Triangular??
0,2010-12-15 22:00:00.000000 UTC,2010,Opelousas,St. Landry,30.5834409,-91.9892745,LA,chevron,30.0,Completely silent enormous V shaped craft
0,2010-10-12 21:00:00.000000 UTC,2010,Lufkin,Angelina,31.2518963,-94.6111337,TX,chevron,30.0,My wife and I observed chevron shaped lights moving across the sky
0,2009-05-10 21:30:00.000000 UTC,2009,San Antonio,Bexar,29.4486708,-98.5201465,TX,chevron,15.0,Object quietly glides of neighborhood-no lights no sound&#33&#33
0,2009-09-16 00:02:00.000000 UTC,2009,Conroe,Montgomery,30.2988009,-95.50295,TX,chevron,5.0,Chevron object&#44 no noise&#44 no lights.
0,2008-10-08 19:30:00.000000 UTC,2008,Bryan,Brazos,30.6567132,-96.3023935,TX,chevron,2.0,A dark brown/black colored craft passed over Bryan&#44 Texas heading north and disappeared into the sky around 8:30 p.m.
0,2008-07-07 00:35:00.000000 UTC,2008,San Antonio,Bexar,29.4486708,-98.5201465,TX,chevron,3.0,Quick object overhead San Antonio / Schertz TX
0,2008-10-16 17:25:00.000000 UTC,2008,Lindale,Smith,32.3770156,-95.2700409,TX,chevron,50.0,Saw a mirror-colored craft that I have never seen the likes of.
0,2008-02-27 22:25:00.000000 UTC,2008,Austin,Travis,30.2395128,-97.6912697,TX,chevron,15.0,UFO over Austin
0,2008-08-17 18:30:00.000000 UTC,2008,Houston,Harris,29.857273,-95.3930371,TX,chevron,1200.0,black slow moving  V shape object over houston s george bush airport
0,2007-11-02 03:59:00.000000 UTC,2007,San Antonio,Bexar,29.4486708,-98.5201465,TX,chevron,45.0,As I pulled out of a gas station&#44 I saw a UFO hover over me.
0,2007-01-18 22:55:00.000000 UTC,2007,San Antonio,Bexar,29.4486708,-98.5201465,TX,chevron,900.0,Two intense bright diamond shaped craft seen.
0,2007-04-11 22:00:00.000000 UTC,2007,Austin,Travis,30.2395128,-97.6912697,TX,chevron,7.0,Rectangular glowing objects flying over Austin&#44 TX
0,2007-10-28 21:30:00.000000 UTC,2007,Nacogdoches,Nacogdoches,31.6205598,-94.6202497,TX,chevron,15.0,Grey &quot;V&quot; shaped object flying with a low hum - Shorted out stoplights and lights
0,2006-09-24 23:30:00.000000 UTC,2006,Georgetown,Williamson,30.6490817,-97.6050646,TX,chevron,30.0,At 11:30 on September 24&#44 We observed a quiet&#44 fast V-shaped craft travelling from approx. NE to SW&#44 lasting approx. 30 to 45 seconds.
0,2005-04-23 12:00:00.000000 UTC,2005,Crystal Beach,Galveston,29.233453,-94.8884558,TX,chevron,30.0,Small brown chevron-shaped object over water at Crystal Beach.
0,2003-04-20 23:43:00.000000 UTC,2003,College Station,Brazos,30.6567132,-96.3023935,TX,chevron,10.0,object having a V chevron shape moved rapidly below cloud cover S-N then turned east and vanished no sound.
0,2003-12-22 13:00:00.000000 UTC,2003,Lake Charles,Calcasieu,30.2295588,-93.3580154,LA,chevron,1200.0,A small silver - blue chevron shaped object moved across the parking lot of closed restaurant.
0,2002-12-19 19:00:00.000000 UTC,2002,Katy,Fort Bend,29.5266017,-95.7710149,TX,chevron,30.0,Low and slow in the Houston night sky.
0,2002-12-19 22:00:00.000000 UTC,2002,Crockett,Houston,31.3230362,-95.4215995,TX,chevron,300.0,orange lights large chevron void in skyview (stars planets)
0,2002-05-22 04:50:00.000000 UTC,2002,Nederland,Jefferson,29.8539997,-94.1493306,TX,chevron,360.0,One morning I&#44 looked up and..Wow &#33&#33&#33
0,2000-09-17 20:55:00.000000 UTC,2000,Opelousas,St. Landry,30.5834409,-91.9892745,LA,chevron,10.0,Wing- shaped&#44 low altitude&#44 very fast&#44 very large&#44 completely silent&#44 no running lights&#44 black-colored.
0,2000-02-01 10:00:00.000000 UTC,2000,Houston,Harris,29.857273,-95.3930371,TX,chevron,30.0,2 boomarangs high and fast over houston on night of lunar full eclipse
0,2000-09-26 03:30:00.000000 UTC,2000,The Woodlands,Montgomery,30.2988009,-95.50295,TX,chevron,5.0,Transparent&#44 shimmering chevron with rows of lights on the underside of each leg traveling silenty and at fantastic speed.
0,1999-02-23 22:50:00.000000 UTC,1999,Austin,Travis,30.2395128,-97.6912697,TX,chevron,7.0,I was outside with my girlfriend looking at the moon with my telescope and something passed within my line of sight&#44i looked up from th
0,1999-04-14 00:45:00.000000 UTC,1999,Houston,Harris,29.857273,-95.3930371,TX,chevron,10.0,I saw a boomarang shaped object. It was gliding across the sky.
0,1999-10-05 21:00:00.000000 UTC,1999,Houston,Harris,29.857273,-95.3930371,TX,chevron,120.0,I saw an object chevron shaped in the evening sky&#44 moving southwest. I live southwest of Bush Intercontinental airport and was watching
0,1997-06-01 00:00:00.000000 UTC,1997,Houston,Harris,29.857273,-95.3930371,TX,chevron,300.0,1997 Houston&#44 Tx.&#44 midnite - 1a.m.&#44 observed silent&#44 dark&#44 Chevron shaped object&#44 gliding very slowly overhead&#44 tremendous size.
0,1995-05-12 20:00:00.000000 UTC,1995,Santa Fe,Galveston,29.233453,-94.8884558,TX,chevron,7200.0,incredibly massive slow moving craft&#44 chevron or wing shaped with multiple lights of the same hue of red.
0,1992-06-10 23:00:00.000000 UTC,1992,Houston,Harris,29.857273,-95.3930371,TX,chevron,600.0,it had about 6-8 red rights along the wings&#44 no movement (stationary in one spot)above apt complex&#44 look like a stealth bomber but larg
0,1985-09-26 21:25:00.000000 UTC,1985,Austin,Travis,30.2395128,-97.6912697,TX,chevron,1200.0,Chevron flew 5 mph&#44 150 yards from me&#44 200 feet off the ground.
0,1980-08-01 23:30:00.000000 UTC,1980,Bremham,Washington,30.2150752,-96.4102717,TX,chevron,1200.0,observed a very long craft with a cheveron front. Front of object had several dim lights&#44 craft very large&#44 moving slowly over pasture
0,1973-09-20 17:15:00.000000 UTC,1973,Houston,Harris,29.857273,-95.3930371,TX,chevron,1200.0,I was driving home from the Univ. of Houston and was at the light near Foley&#39s warehouse (still in same place) and looked up to my fron
1,2014-01-13 18:00:00.000000 UTC,2014,Willow Springs,Wake,35.7898464,-78.650624,NC,chevron,600.0,3 objects in formation looking stationary with no noise.  At first looked like three bright lights.  Then they appeared in a chevron sh
1,2014-03-21 21:00:00.000000 UTC,2014,Shirley,Suffolk,40.943554,-72.6922183,NY,chevron,180.0,Unusual sound&#44 then silence&#44 small lighted craft left in its wake&#44 all disappeared.
1,2014-02-21 23:30:00.000000 UTC,2014,Stoney Beach,Anne Arundel,38.9916174,-76.5608941,MD,chevron,300.0,Three objects over the water with flashing lights.
1,2014-04-27 23:00:00.000000 UTC,2014,Fairfax,Fairfax,38.8295203,-77.2732524,VA,chevron,60.0,Chevron.  No lights or sound. flew over head calmly fast. night time. 40ft @ 400ft above.
1,2014-03-02 21:25:00.000000 UTC,2014,Jacksonville,Onslow,34.7631087,-77.4994691,NC,chevron,20.0,5 lights in pentagon formation moving extremely fast across sky.
1,2014-03-31 04:00:00.000000 UTC,2014,Binghamton,Broome,42.1619773,-75.8302833,NY,chevron,600.0,Fleet of metalic objects over Binghamton N.Y.
1,2014-02-20 06:50:00.000000 UTC,2014,Wilmington,New Castle,39.5759152,-75.6441324,DE,chevron,15.0,Chevron shaped object with string of lights hovering for about ten seconds. Object then very slowly moved away and out of sight.
1,2014-01-30 20:30:00.000000 UTC,2014,Maryville,Blount,35.6881849,-83.9229731,TN,chevron,300.0,Two bright red lights appeared from the west on a clear cold Thursday night just a couple of miles from my home.
1,2014-02-05 18:45:00.000000 UTC,2014,Durham,Durham,36.0338282,-78.8781246,NC,chevron,180.0,I was driving Eastbound on the interstate&#44 when I looked to my left and sighted five blue glowing lights in a chevron&#44 or V-shaped form
1,2014-02-11 19:45:00.000000 UTC,2014,Oak Ridge,Anderson,36.1167307,-84.1954177,TN,chevron,180.0,Brightly lit chevron.
1,2013-04-01 20:00:00.000000 UTC,2013,Wilmington,New Hanover,34.183442,-77.8642088,NC,chevron,2.0,Chevron shaped lights that flashed &amp; disappeared in the northeast sky.
1,2013-10-08 20:00:00.000000 UTC,2013,Ceredo,Wayne,38.1436416,-82.4226659,WV,chevron,60.0,My son&#44 age six&#44 and my self walked outside on my patio to view the sky because we was told there was going to be a meteor shower tonig
1,2013-11-29 19:05:00.000000 UTC,2013,Shelby,Richland,40.774159,-82.5427812,OH,chevron,15.0,3 crescent/Chevron shaped formations consisting of 8-12 lights.
1,2013-11-23 18:15:00.000000 UTC,2013,Virginia Beach,Virginia Beach,36.7799845,-76.0252078,VA,chevron,20.0,V-shaped moving slow over houses.
1,2013-02-14 19:06:00.000000 UTC,2013,Virginia Beach,Virginia Beach,36.7799845,-76.0252078,VA,chevron,60.0,Very distinct flash in the eyes beam of light directing me towards the &amp;quot;star&amp;quot; object darting through sky
1,2013-11-29 23:30:00.000000 UTC,2013,Cranford,Union,40.6598707,-74.3086957,NJ,chevron,7.0,Large&#44 silent V-shaped craft spotted traveling southeast quickly in a linear path.
1,2013-02-25 22:30:00.000000 UTC,2013,Frostburg,Allegany,39.6123134,-78.7031037,MD,chevron,0.3,5 lights in V formation.  Slow rate of speed and noisless.
1,2013-10-23 19:45:00.000000 UTC,2013,Wlimington,Middlesex,42.4817182,-71.3949161,MA,chevron,300.0,Chevron shaped craft.
1,2013-03-02 20:00:00.000000 UTC,2013,Sudbury,Middlesex,42.4817182,-71.3949161,MA,chevron,60.0,Bight white chevron tilted to its side moving in less than 1 sec. across the sky.  No sound.  At 8:00pm cloudy night couldnt see stars.
1,2013-11-29 22:20:00.000000 UTC,2013,Bloomfield,Essex,40.7874003,-74.2462919,NJ,chevron,7.0,V shaped object heading south. No sound. Cloud color. Not lit up. Flew in a straight line visible for 7 seconds.
1,2013-10-11 01:00:00.000000 UTC,2013,Saginaw,Saginaw,43.3282667,-84.05541,MI,chevron,4.0,10 or so dimly lit white lights in a large arrow shape formation moving at high rate of speed.
1,2013-10-11 21:00:00.000000 UTC,2013,Fayetteville,Onondaga,43.0065163,-76.1961336,NY,chevron,90.0,Brilliant slow moving light in fayetteville ny.
1,2013-05-25 23:00:00.000000 UTC,2013,Youngstown,Mahoning,41.0108798,-80.7703956,OH,chevron,360.0,May 25&#44 2013 driving home on dark country road a brilliant red object appeared off to my right and went west.
1,2013-10-23 07:15:00.000000 UTC,2013,North Andover,Essex,42.6427082,-70.8649085,MA,chevron,300.0,Largest object in the sky i have ever seen
1,2013-06-08 21:30:00.000000 UTC,2013,Salem,Essex,42.6427082,-70.8649085,MA,chevron,600.0,5 orange circular objects in shape of right faced cheveron to the right of the Salem Powerplant. Two of the objects joined at one point
1,2013-07-18 02:30:00.000000 UTC,2013,West Hartford,Hartford,41.8060534,-72.7329157,CT,chevron,3600.0,Bright strobing light that has slight color change and has appeared on three different occasions. In early morning. It seems to have a
1,2013-11-15 17:57:00.000000 UTC,2013,Berlin,Hartford,41.8060534,-72.7329157,CT,chevron,120.0,It was about a few minutes just after 6:00 PM&#44 November 15&#44 2013. Berlin&#44 CT.Visibility was clear&#44 and I observed stars and other a
1,2013-11-29 21:10:00.000000 UTC,2013,Clifton,Passaic,41.0378896,-74.29828,NJ,chevron,20.0,B2 Bomber/Flying Wing aircraft.
1,2012-12-06 02:00:00.000000 UTC,2012,Philadelphia,Philadelphia,40.0093755,-75.1333459,PA,chevron,60.0,Dark&#44 silent&#44 boomerang shaped object seen by 3 in Philadelphia.
1,2012-12-06 18:45:00.000000 UTC,2012,Canajoharie,Montgomery,42.9008912,-74.4353575,NY,chevron,30.0,1 Large Chevron Object Flies Directly Overhead In Early Evening.
1,2012-06-12 23:00:00.000000 UTC,2012,Westwood,Bergen,40.9596985,-74.0747272,NJ,chevron,120.0,Saw craft coming from NYC and it had a large dome light on it. Dome light went off and it went behind a cloud and never appeared again.
1,2012-03-26 22:00:00.000000 UTC,2012,N. Wilkesboro,Wilkes,36.2088833,-81.1660949,NC,chevron,60.0,Orange chevon/seagull type lights seen over N Wilkesboro NC
1,2012-02-06 16:50:00.000000 UTC,2012,Dennis/Yarmouth/Barnstable,Barnstable,41.7990145,-70.2118803,MA,chevron,600.0,Unusual thing in the sky&#44 could have been a cloud but I&#39m not so sure about that.
1,2012-12-12 23:00:00.000000 UTC,2012,New London,Merrimack,43.2995786,-71.6800412,NH,chevron,180.0,Large craft with red lights followed/chased by very loud low-flying jets.
1,2012-01-20 23:00:00.000000 UTC,2012,Akron,Summit,41.1218471,-81.5349279,OH,chevron,2.0,I was in bed on a second floor this stealth-like craft with large white lights (not sure of how many or if there were red ones also) he
1,2012-11-18 21:50:00.000000 UTC,2012,North Andover,Essex,42.6427082,-70.8649085,MA,chevron,45.0,Dull chevron shaped object with dim lights gliding across night sky. No noise attached.
1,2012-10-21 04:00:00.000000 UTC,2012,Islamorada,New York,40.7766419,-73.9701871,NY,chevron,15.0,Strange&#44 gliding light formation/object on a beach in the Florida Keys
1,2012-03-25 22:45:00.000000 UTC,2012,Avon,Hartford,41.8060534,-72.7329157,CT,chevron,900.0,Greenish/White chevron shaped light flying over Avon&#44CT 3/25/2012
1,2012-11-29 20:00:00.000000 UTC,2012,Richmond,Washington,41.396792,-71.6202819,RI,chevron,30.0,Insanely large craft&#44 wierd shape&#44 purpleish blue&#44 blue and white spotlights&#44 very low over my car&#44 flying slow.
1,2012-01-10 21:30:00.000000 UTC,2012,Cheshire,Berkshire,42.371493,-73.2179276,MA,chevron,3.0,Red lights over Berkshire County
1,2012-03-09 05:30:00.000000 UTC,2012,Carteret,Middlesex,40.4396214,-74.4074303,NJ,chevron,10.0,Possible UFO in area with a history of reported UFO sightings
1,2012-08-24 21:00:00.000000 UTC,2012,Hampton,Rockingham,42.9886636,-71.0990801,NH,chevron,600.0,7 bright orange objects flying from the beach towards Portsmouth NH. Moved slowly and all disappeared in the same spot in the sky
1,2011-11-06 19:00:00.000000 UTC,2011,Frankfort,Franklin,38.234919,-84.8687863,KY,chevron,7200.0,Observed two objects with pulsating lights that changed positions&#44 4 additional objects released.  ((NUFORC Note:  Capella?  PD))
1,2011-07-25 01:45:00.000000 UTC,2011,Columbus,Franklin,39.9698749,-83.0090858,OH,chevron,120.0,Huge Arrow shaped object with multiple lights veiwed and followed in car with friend over Columbus&#44 Ohio.
1,2011-08-30 21:45:00.000000 UTC,2011,Bridgewater,Plymouth,41.9871959,-70.7419417,MA,chevron,2.0,chevron object with lights north south path in Bridgewater MA almost invisible and really fast
1,2011-10-08 22:00:00.000000 UTC,2011,Warrenton,Fauquier,38.7440956,-77.8215005,VA,chevron,60.0,Weird lights in sky over Virginia farm.
1,2011-12-02 21:10:00.000000 UTC,2011,Bel Air,Harford,39.5374292,-76.2997894,MD,chevron,60.0,Near invisible blue wing&#44 silent&#44 ever so subtle glow.
1,2011-01-06 18:30:00.000000 UTC,2011,Warrenton,Warren,36.3981051,-78.0998993,NC,chevron,1200.0,Bright lights and craft within a week.
1,2011-02-04 19:00:00.000000 UTC,2011,Marathon,Cortland,42.594039,-76.0762398,NY,chevron,20.0,4 lights as bright as stars zoomed past orions belt
1,2011-10-07 20:45:00.000000 UTC,2011,West Hartford,Hartford,41.8060534,-72.7329157,CT,chevron,120.0,bomerrand - plusing and glowing red - transparent and quick 90 degree turns
1,2011-10-22 23:00:00.000000 UTC,2011,Sterling,Loudoun,39.0812,-77.6388976,VA,chevron,1200.0,Strange Orange Flying Litghts in Sterling&#44 VA
1,2010-09-21 05:30:00.000000 UTC,2010,East Petersburg,Lancaster,40.0419921,-76.250198,PA,chevron,10.0,Two identical white lights&#44 one following the other&#44  speeding across a very early morning clear sky
1,2010-05-29 13:00:00.000000 UTC,2010,Lancaster,Fairfield,39.747694,-82.626685,OH,chevron,2.0,A white chevron UFO moving at high rate of speed in perfect visibilty.
1,2010-02-19 00:38:00.000000 UTC,2010,Clinton Township,Macomb,42.6715526,-82.9114562,MI,chevron,240.0,Large&#44 intense fiery orange light centered in a chevron&#44 moving silently and slowly in the low night sky.
1,2010-10-31 23:50:00.000000 UTC,2010,Bardstown,Nelson,37.8031198,-85.4659312,KY,chevron,900.0,Chevron shaped craft
1,2010-02-17 06:35:00.000000 UTC,2010,Concord,Merrimack,43.2995786,-71.6800412,NH,chevron,30.0,roll of lights in the sky
1,2010-01-20 18:45:00.000000 UTC,2010,South Kingstown,Washington,41.396792,-71.6202819,RI,chevron,600.0,Jet-like craft with loud noise and strange lights in over southern RI
1,2010-05-20 11:00:00.000000 UTC,2010,South Kingstown,Washington,41.396792,-71.6202819,RI,chevron,300.0,Odd chemtrail and jet formation over souther Rhode Island
1,2009-08-18 22:00:00.000000 UTC,2009,Lanesville,Harrison,38.1864535,-86.1037661,IN,chevron,3.0,Two blue-green smokey streaks of light forming large boomerang shape shot across about 50 feet above the road. No sound.
1,2009-07-18 22:00:00.000000 UTC,2009,Philadelphia,Philadelphia,40.0093755,-75.1333459,PA,chevron,30.0,Pink Chevron trailed by two smaller craft
1,2009-12-28 20:37:00.000000 UTC,2009,Rock Hill,York,34.9701875,-81.1831873,SC,chevron,3600.0,Colorchangin Light over Rock Hill&#44 SC 12/28/2009
1,2009-11-16 00:00:00.000000 UTC,2009,Brookhaven,Suffolk,40.943554,-72.6922183,NY,chevron,10.0,small v shaped transparent red lights very faint one side of v was shorter than other
1,2009-03-04 17:50:00.000000 UTC,2009,Cambridge,Middlesex,42.4817182,-71.3949161,MA,chevron,480.0,Silver boomerang&#44 slight shine above Cambridge&#44 MA at 5:50pm.
1,2009-05-11 23:10:00.000000 UTC,2009,New Windsor,Orange,41.4024096,-74.3062522,NY,chevron,300.0,UFO Spotted In New Windsor&#44 NY 2 beams of light into one&#44 low rumble moving at a slow pace chevron shaped.
1,2009-08-09 22:30:00.000000 UTC,2009,Charles Town,Jefferson,39.3073985,-77.86322,WV,chevron,900.0,Hazy blue then bright white darting light
1,2009-08-23 00:10:00.000000 UTC,2009,Greenwich,Fairfield,41.2274128,-73.3670614,CT,chevron,3.0,Chevron shaped formation of orange lights shaped like stunted bowling pins streaked across the sky from N to S directly overhead.
1,2009-05-30 17:00:00.000000 UTC,2009,Smithfield,Providence,41.8697678,-71.5786246,RI,chevron,600.0,Chevron shaped craft filmed in daylight.
1,2009-09-13 05:00:00.000000 UTC,2009,Charlotte,Mecklenburg,35.2468623,-80.8338317,NC,chevron,5.0,Faint chevron-shaped object over Charlotte&#44 NC
1,2009-10-09 21:40:00.000000 UTC,2009,Union Beach,Monmouth,40.2870481,-74.1524456,NJ,chevron,5.0,2 or 3 low lit red lights&#44 traveling fast above us&#44 3 to 5 sec&#44 altitude unknown
1,2008-05-18 00:00:00.000000 UTC,2008,Philadelphia,Philadelphia,40.0093755,-75.1333459,PA,chevron,2.0,V-shaped craft with 3 big&#44 round&#44 green lights
1,2008-07-01 21:30:00.000000 UTC,2008,Wallace,Duplin,34.9344033,-77.9335434,NC,chevron,10.0,Black chevron triangle with 5 dim circular lights/city block size/silent&#44 flying tree top level
1,2008-04-12 22:51:00.000000 UTC,2008,Waterford,Oakland,42.6604518,-83.3842103,MI,chevron,10.0,Transparent&#44 silent chevron flying overhead at or above 100 MPH.
1,2008-10-22 03:00:00.000000 UTC,2008,Virginia Beach,Virginia Beach,36.7799845,-76.0252078,VA,chevron,300.0,Bright light seen in Virginia Beach
1,2008-11-29 22:20:00.000000 UTC,2008,Waverly,Pike,39.0713413,-83.0529107,OH,chevron,5.0,Huge boomerang &#44flying very fast among the clouds&#44no sound&#44white lights along front edge.
1,2008-03-01 23:00:00.000000 UTC,2008,Albemarle,Stanly,35.3104492,-80.2543742,NC,chevron,5.0,Faint chevron-shaped object over Albemarle&#44 NC.
1,2008-11-22 00:48:00.000000 UTC,2008,Waverly,Pike,39.0713413,-83.0529107,OH,chevron,20.0,A gigantic flying boomerang with a dozen faint white lights on the front edge of it flying north to south at a tremendous speed&#44no nois
1,2008-05-10 19:40:00.000000 UTC,2008,N.Windham/ Willimantic,Windham,41.8249987,-71.9907017,CT,chevron,15.0,V-shaped Ufo seen flying over N.Windham area
1,2008-10-29 21:11:00.000000 UTC,2008,Sabina,Clinton,39.4302248,-83.7956823,OH,chevron,3.0,Green/White UFO appeared and disappeared.
1,2008-12-29 20:05:00.000000 UTC,2008,Jacksonville,Onslow,34.7631087,-77.4994691,NC,chevron,45.0,Boomerang object with no sound seen in night sky
1,2008-07-02 23:45:00.000000 UTC,2008,Norwich,New London,41.4726517,-72.1086339,CT,chevron,2700.0,20+ low-flying craft with red&#44 green and white flashing lights
1,2008-06-24 22:00:00.000000 UTC,2008,Greensboro,Guilford,36.079065,-79.7886652,NC,chevron,5.0,Chevron shaped UFO over skies of Greensboro&#44 NC
1,2008-10-14 20:40:00.000000 UTC,2008,Anderson,Anderson,34.521235,-82.6386029,SC,chevron,75.0,Chevron shaped UFO seen over I-85 in Anderson&#44 SC.
1,2008-07-30 18:10:00.000000 UTC,2008,Cheviot,Hamilton,39.1969272,-84.5441868,OH,chevron,180.0,Black small arrow head shaped UFO very high
1,2008-03-09 21:30:00.000000 UTC,2008,Tarentum,Allegheny,40.4697574,-79.9804515,PA,chevron,180.0,Large Slow moving Delta shaped ufo seen by alot people over tarentum and deer lakes
